Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-17,"$518,600","$833,750","$314,900","$287,500","$292,000","$585,000","$130,000","$450,000","$247,250","$211,000","$295,000","$225,000","$215,000","$215,000","$182,000","$465,810","$239,000","$1,250,000","$285,000","$395,000","$229,500","$1,022,500","$562,450","$675,000","$383,750","$760,000","$440,000","$565,000","$375,000","$326,750","$525,000","$260,000","$571,000","$1,350,000","$320,000","$547,500","$1,350,000","$810,000","$1,130,000","$814,500","$239,000","$184,000","$400,000","$635,000","$271,450","$258,000","$201,000","$210,000","$270,500","$627,000","$393,000","$254,900",,"$425,000","$472,080","$620,000","$288,459","$249,000","$335,000","$830,000","$498,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-17,"$537,950","$875,000","$327,000","$302,900","$318,500","$653,694","$239,000","$474,500","$244,090","$230,000","$300,000","$236,750","$232,000","$248,468","$175,500","$480,230","$240,000","$1,325,000","$273,000","$358,000","$247,915","$516,250","$569,000","$685,000","$424,000","$775,000","$460,000","$239,000","$379,000","$326,000","$521,000","$255,500","$590,000","$1,402,500","$340,000","$572,500","$1,500,000","$569,000","$1,160,000","$815,000","$243,250","$200,000","$400,000","$608,000","$283,000","$249,500","$207,000","$214,900","$270,000","$635,000","$386,750","$267,500",,"$436,390","$480,000","$651,000","$301,193","$252,900","$335,000","$885,000","$510,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-17,"$550,239","$862,000","$350,000","$308,000","$300,000","$653,000","$220,000","$469,000","$250,000","$200,000","$289,500","$230,000","$211,000","$240,000","$192,500","$492,040","$249,000","$1,315,000","$271,000","$410,000","$243,500","$627,500","$617,000","$673,250","$389,000","$795,000","$460,000","$285,000","$375,000","$342,100","$520,000","$272,500","$605,000","$1,501,680","$331,950","$569,000","$1,480,000","$725,000","$1,200,000","$875,000","$255,000","$211,500","$415,000","$625,000","$290,000","$283,000","$203,000","$225,000","$299,000","$636,500","$453,450","$255,570",,"$440,890","$488,720","$650,000","$311,166","$269,500","$340,710","$935,000","$520,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-17,"$555,410","$900,000","$337,500","$306,500","$310,000","$660,000","$165,000","$499,000","$260,000","$210,000","$302,500","$229,450","$230,000","$259,500","$195,000","$548,220","$274,900","$1,272,500","$300,000","$445,000","$250,100","$482,850","$624,500","$685,000","$380,000","$795,000","$472,000","$297,000","$385,000","$347,000","$535,000","$270,000","$612,750","$1,469,000","$340,000","$556,000","$1,433,750","$767,500","$1,182,500","$860,000","$269,900","$235,000","$420,000","$627,250","$289,000","$277,000","$187,500","$225,450","$287,000","$637,500","$445,000","$275,470",,"$451,450","$500,000","$665,550","$318,220","$270,000","$345,000","$900,000","$525,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-17,"$549,460","$875,500","$320,000","$299,900","$324,500","$633,250","$204,900","$480,500","$258,000","$205,000","$307,500","$235,000","$222,000","$265,000","$171,000","$566,240","$279,250","$1,224,000","$262,500","$370,000","$260,000","$578,000","$629,000","$695,000","$398,500","$785,000","$453,000","$325,000","$385,500","$353,000","$535,000","$266,250","$613,000","$1,428,000","$350,000","$590,000","$1,500,000","$611,000","$1,165,000","$815,000","$255,000","$215,000","$420,000","$645,000","$297,000","$280,300","$206,750","$219,950","$292,500","$648,500","$426,750","$266,890",,"$443,160","$508,810","$650,000","$318,929","$269,000","$344,040","$890,430","$531,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-17,"$565,330","$867,500","$334,500","$291,000","$345,000","$627,860","$214,950","$485,000","$259,000","$225,000","$316,750","$235,100","$225,000","$241,500","$215,000","$570,720","$263,500","$1,207,120","$280,000","$402,500","$250,000","$386,500","$580,500","$654,000","$375,000","$789,000","$462,000","$325,000","$388,500","$348,000","$600,000","$269,950","$605,000","$1,380,000","$355,000","$599,000","$1,375,000","$631,000","$1,150,000","$825,000","$252,450","$212,000","$410,000","$625,500","$294,290","$289,000","$225,000","$224,900","$292,000","$640,000","$445,000","$265,000",,"$446,760","$499,970","$635,000","$317,036","$264,935","$341,340","$850,000","$525,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-17,"$555,410","$853,000","$315,000","$311,900","$340,000","$605,000","$224,300","$449,950","$265,000","$207,500","$325,000","$234,700","$223,000","$234,250","$145,500","$606,110","$269,900","$1,250,000","$299,000","$419,000","$260,000","$632,500","$569,900","$632,500","$410,000","$799,000","$450,000","$275,000","$385,700","$347,750","$508,500","$279,000","$605,000","$1,350,000","$355,000","$607,500","$1,400,500","$707,000","$1,180,000","$845,000","$244,900","$187,500","$422,500","$620,000","$295,000","$275,000","$191,750","$229,950","$282,000","$609,000","$432,000","$274,900",,"$450,400","$491,130","$652,500","$317,336","$258,900","$338,640","$846,880","$528,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-17,"$546,430","$862,450","$309,000","$307,700","$298,000","$615,000","$220,000","$445,000","$254,950","$215,000","$305,450","$229,500","$213,500","$257,500","$160,000","$580,360","$251,980","$1,252,500","$275,000","$405,000","$250,000","$715,000","$575,000","$649,000","$388,500","$786,000","$455,000","$320,000","$382,500","$349,900","$545,000","$274,450","$603,000","$1,594,000","$340,000","$560,000","$1,522,500","$653,000","$1,242,500","$867,000","$255,000","$217,500","$415,000","$645,000","$295,000","$285,000","$210,000","$225,000","$266,000","$635,000","$445,500","$271,950",,"$450,880","$490,000","$645,000","$309,900","$264,000","$339,000","$889,000","$520,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-17,"$546,820","$880,000","$348,950","$315,000","$318,000","$615,000","$214,000","$470,000","$264,000","$232,000","$310,000","$235,000","$230,000","$262,000","$189,000","$530,920","$245,000","$1,230,000","$250,000","$374,500","$255,000","$400,000","$618,120","$682,000","$405,750","$785,000","$450,000","$302,000","$383,000","$349,900","$649,880","$280,000","$619,900","$1,500,000","$360,500","$615,000","$1,486,000","$742,000","$1,282,500","$870,000","$250,000","$189,500","$410,000","$655,000","$298,750","$270,000","$224,500","$215,000","$325,000","$640,000","$440,000","$285,000",,"$451,250","$500,500","$685,000","$310,000","$264,500","$340,000","$900,000","$530,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-17,"$546,550","$862,000","$305,000","$304,000","$285,000","$600,000","$251,500","$450,000","$259,750","$230,000","$319,500","$233,000","$225,000","$269,500","$175,000","$577,690","$239,000","$1,268,900","$310,000","$409,500","$239,900","$515,000","$614,000","$688,000","$393,500","$785,500","$451,500","$256,000","$385,000","$350,000","$537,000","$278,000","$605,000","$1,475,000","$349,720","$590,000","$1,500,000","$730,000","$1,300,000","$831,000","$258,250","$192,500","$416,000","$670,000","$300,000","$270,000","$190,000","$219,500","$269,900","$645,000","$420,000","$241,000",,"$446,840","$495,000","$657,500","$310,000","$260,000","$342,000","$882,000","$522,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-18,"$527,780","$840,000","$330,000","$314,750","$306,500","$555,000","$198,500","$480,000","$245,450","$228,500","$300,000","$225,500","$238,000","$279,000","$217,750","$564,100","$275,000","$1,317,500","$276,500","$425,000","$257,000","$480,000","$571,500","$662,000","$382,000","$780,000","$446,000","$265,950","$397,250","$350,000","$555,000","$277,000","$590,000","$1,330,000","$350,000","$565,000","$1,437,500","$567,000","$1,170,000","$790,000","$249,000","$193,000","$425,000","$670,000","$295,000","$284,200","$227,500","$215,730","$265,000","$660,720","$383,000","$265,360",,"$425,000","$490,000","$605,000","$305,000","$262,000","$350,000","$800,000","$513,073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-18,"$522,440","$832,000","$318,500","$297,000","$311,500","$610,000","$216,500","$468,000","$266,440","$219,600","$291,700","$237,000","$215,000","$234,500","$280,000","$527,280","$255,000","$1,371,000","$357,000","$420,000","$267,850","$830,000","$590,000","$713,500","$400,000","$805,380","$472,370","$261,500","$396,250","$350,000","$545,000","$278,000","$605,000","$1,730,000","$365,000","$605,000","$1,610,000","$755,000","$1,383,500","$800,000","$255,000","$200,000","$430,000","$689,000","$300,000","$283,500","$189,000","$225,000","$274,000","$609,000","$397,500","$269,000",,"$454,500","$498,000","$665,000","$310,000","$258,000","$350,000","$875,000","$525,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-18,"$564,830","$955,000","$340,000","$315,000","$325,000","$655,000","$200,000","$510,000","$264,950","$244,500","$313,500","$232,500","$238,000","$280,000","$135,000","$528,980","$265,000","$1,392,500","$290,000","$379,000","$257,500","$780,000","$625,000","$675,000","$430,000","$824,450","$475,500","$353,000","$398,000","$365,000","$586,670","$280,000","$625,400","$1,680,000","$370,000","$610,000","$1,615,000","$698,000","$1,454,500","$910,000","$242,500","$226,350","$445,000","$685,000","$308,000","$281,000","$222,500","$232,500","$292,500","$638,500","$422,500","$277,900",,"$466,420","$515,000","$660,000","$324,760","$252,000","$351,450","$980,000","$540,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-18,"$584,460","$969,300","$335,000","$316,000","$340,000","$689,660","$239,000","$499,999","$260,000","$215,000","$309,000","$235,000","$235,000","$285,000","$155,500","$528,540","$244,000","$1,385,000","$344,850","$430,000","$259,000","$520,000","$607,750","$682,500","$408,738","$818,000","$489,000","$280,250","$400,000","$369,000","$569,217","$289,900","$635,000","$1,650,000","$374,990","$597,505","$1,770,000","$650,000","$1,425,000","$899,000","$258,950","$217,250","$447,500","$685,000","$306,000","$280,000","$210,000","$229,250","$305,000","$665,000","$495,000","$285,000",,"$476,010","$515,000","$661,750","$330,690","$267,650","$360,000","$1,010,000","$542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-18,"$600,860","$1,025,000","$331,500","$324,100","$329,000","$687,500","$214,000","$552,000","$279,980","$230,000","$314,900","$247,750","$235,000","$263,400","$215,000","$536,940","$259,000","$1,415,000","$320,000","$420,000","$262,000","$852,500","$677,000","$702,500","$404,000","$838,000","$499,650","$310,000","$409,920","$375,000","$579,900","$285,000","$640,000","$1,620,000","$367,860","$638,660","$1,600,000","$680,000","$1,400,000","$865,000","$264,000","$210,000","$451,000","$698,500","$325,000","$281,000","$197,500","$234,950","$300,000","$670,000","$476,500","$297,500",,"$465,000","$530,000","$695,000","$330,000","$268,000","$360,000","$1,050,000","$558,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-18,"$602,770","$1,015,000","$335,000","$323,000","$313,000","$702,370","$312,500","$525,000","$275,500","$227,710","$331,250","$245,000","$245,000","$298,800","$212,000","$586,090","$268,000","$1,415,000","$307,000","$449,000","$275,000","$570,000","$632,500","$740,000","$452,000","$835,500","$510,000","$290,000","$405,000","$375,000","$570,400","$293,250","$650,000","$1,620,000","$377,150","$612,500","$1,650,500","$753,750","$1,400,000","$925,000","$281,500","$187,500","$450,000","$705,000","$320,000","$315,000","$234,900","$234,500","$318,500","$675,000","$450,000","$292,500",,"$476,500","$539,000","$670,000","$334,000","$286,000","$360,000","$1,045,000","$560,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-18,"$591,230","$970,000","$327,000","$315,000","$330,000","$680,000","$210,000","$504,000","$280,000","$235,000","$310,000","$250,000","$224,980","$249,950","$185,000","$597,520","$250,000","$1,325,000","$327,750","$393,750","$267,450","$899,500","$655,500","$727,000","$419,500","$829,000","$495,000","$290,000","$408,000","$370,000","$626,500","$292,000","$650,000","$1,650,000","$370,000","$650,000","$1,610,000","$550,000","$1,351,000","$898,000","$280,000","$223,000","$454,000","$650,000","$325,000","$294,500","$223,000","$239,000","$315,000","$662,360","$430,000","$289,000",,"$486,330","$535,000","$700,000","$290,750","$279,000","$365,000","$980,000","$560,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-18,"$595,920","$960,000","$335,000","$315,000","$340,000","$650,000","$249,900","$480,000","$280,000","$225,500","$315,000","$247,000","$227,750","$265,000","$192,500","$607,490","$254,900","$1,222,500","$325,000","$430,000","$288,400","$880,000","$599,000","$752,500","$420,000","$838,500","$475,000","$292,250","$400,750","$369,950","$575,000","$290,000","$660,000","$1,550,000","$380,000","$630,000","$1,500,000","$572,500","$1,295,000","$917,500","$286,000","$216,000","$455,000","$670,000","$319,900","$310,000","$208,500","$239,000","$331,360","$660,000","$450,000","$269,000",,"$470,000","$525,000","$675,278","$325,000","$285,000","$356,000","$935,000","$555,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-18,"$578,420","$900,000","$325,500","$320,000","$328,000","$650,000","$205,000","$465,000","$267,000","$227,500","$315,000","$241,000","$239,950","$288,000","$159,450","$634,680","$282,500","$1,395,000","$315,000","$433,500","$280,000","$622,500","$624,000","$685,000","$445,000","$825,000","$475,000","$265,000","$405,950","$372,000","$562,000","$300,000","$640,000","$1,507,500","$360,000","$639,000","$1,600,000","$677,500","$1,250,000","$910,500","$255,000","$205,000","$451,500","$654,500","$315,000","$290,000","$228,000","$240,000","$291,400","$673,750","$470,000","$257,500",,"$470,000","$520,000","$678,989","$325,000","$264,950","$368,000","$930,000","$545,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-18,"$572,000","$900,000","$325,000","$318,000","$302,500","$657,000","$223,000","$500,000","$272,000","$253,000","$315,000","$240,000","$229,000","$265,250","$148,000","$614,500","$254,950","$1,450,000","$305,500","$420,000","$271,850","$599,900","$620,000","$709,500","$401,500","$810,000","$470,000","$310,000","$400,000","$360,000","$597,000","$289,000","$635,500","$1,600,000","$369,200","$586,000","$1,588,000","$659,000","$1,290,000","$885,000","$261,000","$181,500","$430,000","$650,000","$319,000","$290,000","$233,250","$232,000","$304,000","$650,000","$443,750","$282,000",,"$470,000","$516,000","$669,500","$320,000","$268,000","$359,000","$958,800","$540,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-18,"$554,240","$900,000","$312,500","$326,940","$325,000","$641,000","$250,000","$461,750","$265,750","$225,000","$310,000","$235,250","$222,000","$255,000","$184,000","$553,940","$265,000","$1,172,940","$355,000","$414,000","$261,930","$725,000","$630,000","$683,500","$399,000","$795,000","$461,000","$289,500","$400,000","$365,000","$583,200","$299,450","$626,000","$1,442,500","$365,000","$624,000","$1,500,000","$550,000","$1,250,000","$862,500","$283,000","$226,000","$450,000","$612,500","$310,000","$296,000","$199,000","$237,400","$288,500","$643,740","$429,500","$263,000",,"$458,000","$512,000","$672,500","$320,000","$290,250","$363,620","$905,000","$535,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-18,"$557,740","$850,000","$314,720","$356,560","$310,000","$612,500","$243,900","$454,500","$266,500","$246,500","$308,000","$242,380","$243,000","$269,000","$208,000","$588,140","$263,000","$1,270,500","$320,000","$424,900","$269,060","$541,000","$590,000","$725,000","$389,950","$785,000","$492,990","$262,950","$398,000","$364,500","$577,000","$295,000","$618,500","$1,500,000","$365,000","$640,000","$1,483,000","$840,000","$1,150,000","$926,000","$267,500","$182,500","$425,000","$639,000","$309,000","$320,000","$255,000","$236,450","$258,950","$640,000","$429,000","$298,000",,"$453,740","$500,000","$716,000","$317,500","$305,000","$359,000","$850,000","$530,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-19,"$536,830","$826,000","$324,000","$376,000","$335,000","$595,000","$217,000","$460,000","$270,000","$225,000","$325,500","$240,000","$219,900","$265,000","$228,500","$566,010","$260,000","$1,149,500","$316,120","$384,560","$279,990","$782,000","$590,000","$672,500","$402,950","$796,500","$479,000","$308,240","$400,000","$352,250","$595,000","$290,000","$610,000","$1,376,500","$375,000","$592,500","$1,450,000","$725,000","$1,185,000","$825,000","$271,720","$151,000","$428,000","$650,000","$305,000","$277,500","$275,000","$217,750","$299,500","$615,000","$432,500","$299,000",,"$435,000","$499,450","$630,000","$312,000","$310,000","$354,450","$836,000","$525,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-19,"$534,120","$860,000","$316,000","$345,450","$340,000","$649,480","$245,000","$495,000","$265,000","$281,000","$298,000","$240,000","$221,000","$260,000","$185,000","$541,390","$259,000","$1,290,000","$369,000","$377,000","$269,000","$765,000","$593,950","$625,000","$382,000","$792,500","$495,000","$258,500","$410,000","$360,000","$600,000","$298,250","$625,000","$1,505,000","$370,000","$592,500","$1,425,000","$645,000","$1,170,000","$927,000","$285,000","$224,500","$425,000","$625,420","$310,000","$292,500","$224,500","$243,500","$299,000","$620,000","$424,920","$256,000",,"$450,000","$505,000","$650,000","$320,000","$299,600","$369,900","$867,000","$535,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,"$565,740","$911,000","$320,000","$369,000","$308,250","$644,000","$253,020","$506,160","$280,000","$250,000","$310,000","$249,950","$232,000","$243,500","$220,000","$525,520","$265,000","$1,300,000","$277,500","$394,500","$275,000","$800,000","$579,000","$699,000","$412,500","$809,500","$475,000","$287,500","$412,000","$365,000","$610,000","$309,950","$623,800","$1,637,500","$355,000","$629,500","$1,610,000","$555,000","$1,300,000","$918,000","$285,000","$205,000","$438,500","$633,750","$320,000","$310,000","$315,000","$230,000","$315,000","$640,000","$450,000","$290,000",,"$465,000","$517,000","$645,000","$325,000","$310,000","$374,900","$940,000","$545,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-19,"$603,030","$940,000","$336,500","$360,000","$340,000","$679,000","$216,500","$524,000","$271,250","$241,250","$305,000","$250,000","$240,000","$262,400","$200,950","$544,170","$271,950","$1,350,000","$286,500","$418,500","$276,000","$717,250","$600,000","$705,000","$397,000","$825,000","$498,500","$395,000","$423,000","$385,000","$550,900","$305,000","$649,000","$1,632,500","$375,000","$650,000","$1,601,000","$760,500","$1,315,000","$977,750","$275,000","$208,500","$435,000","$645,000","$319,500","$305,000","$232,500","$244,950","$316,000","$650,000","$419,330","$268,000",,"$470,000","$536,450","$699,450","$330,730","$290,000","$378,240","$988,000","$565,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-19,"$610,940","$959,000","$342,750","$359,000","$375,000","$700,360","$256,850","$521,380","$284,900","$245,000","$315,000","$252,000","$260,000","$267,000","$205,000","$539,480","$270,000","$1,400,000","$295,000","$388,500","$285,000","$564,500","$639,000","$725,000","$420,000","$845,000","$514,900","$350,500","$420,000","$385,000","$600,000","$315,000","$650,000","$1,697,500","$380,000","$640,000","$1,766,500","$696,000","$1,335,000","$935,000","$285,000","$235,000","$446,000","$666,000","$335,000","$319,900","$243,000","$248,000","$310,000","$659,500","$469,500","$311,000",,"$470,000","$535,000","$690,000","$340,000","$299,000","$384,000","$990,000","$560,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-19,"$610,720","$960,000","$320,000","$384,000","$330,000","$698,000","$353,500","$497,500","$283,000","$250,000","$340,000","$259,450","$247,150","$270,000","$215,000","$599,680","$291,250","$1,370,000","$354,500","$399,000","$287,000","$910,000","$640,500","$705,750","$427,500","$842,000","$525,000","$340,000","$420,000","$390,000","$585,500","$310,000","$665,000","$1,762,500","$386,750","$640,000","$1,620,000","$717,000","$1,350,000","$897,000","$289,900","$270,250","$448,000","$662,500","$325,500","$313,000","$260,000","$247,500","$297,000","$647,000","$463,500","$295,000",,"$480,000","$545,000","$699,000","$340,000","$310,725","$379,000","$960,000","$569,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-19,"$607,990","$950,000","$312,500","$374,280","$325,500","$660,000","$275,000","$510,500","$284,400","$268,750","$334,370","$263,000","$254,750","$249,000","$225,000","$611,230","$297,500","$1,257,000","$281,400","$395,000","$283,000","$692,500","$651,780","$685,000","$445,000","$839,450","$496,250","$280,000","$420,000","$390,000","$570,000","$312,000","$650,000","$1,600,000","$380,000","$625,000","$1,562,500","$695,000","$1,298,000","$899,500","$286,000","$210,000","$465,000","$655,000","$335,000","$315,000","$255,000","$245,000","$300,000","$685,000","$485,000","$299,900",,"$470,000","$550,000","$685,000","$345,250","$302,999","$380,000","$950,000","$575,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-19,"$617,410","$905,500","$329,000","$353,150","$346,360","$672,750","$264,180","$525,000","$285,000","$270,000","$320,000","$255,500","$258,450","$260,000","$200,000","$627,690","$279,000","$1,230,000","$330,000","$413,500","$278,600","$712,500","$632,500","$699,000","$415,500","$810,000","$500,000","$345,000","$420,000","$386,000","$609,950","$315,000","$650,000","$1,602,500","$389,000","$640,000","$1,545,000","$720,000","$1,190,000","$875,000","$294,900","$210,000","$459,700","$712,000","$335,000","$309,000","$281,250","$250,000","$302,500","$661,900","$465,000","$298,000",,"$468,000","$545,000","$698,000","$343,000","$300,000","$380,000","$900,000","$567,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-19,"$605,680","$910,000","$325,000","$358,750","$330,000","$656,000","$280,000","$489,900","$296,000","$266,500","$345,000","$257,600","$258,000","$270,000","$180,000","$663,110","$276,500","$1,360,000","$318,000","$407,500","$277,250","$699,750","$658,000","$787,500","$399,000","$830,000","$495,000","$380,000","$429,450","$385,000","$610,410","$315,000","$636,750","$1,540,000","$385,000","$655,500","$1,470,000","$731,500","$1,225,000","$795,000","$280,000","$240,000","$455,000","$655,750","$332,750","$327,500","$225,500","$250,000","$307,000","$659,250","$453,500","$305,000",,"$460,000","$545,000","$695,000","$340,250","$294,000","$385,000","$880,000","$570,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-19,"$605,280","$925,000","$322,000","$358,250","$356,110","$681,250","$247,500","$490,000","$287,000","$245,000","$325,000","$262,000","$251,000","$275,000","$162,000","$647,900","$299,950","$1,397,500","$295,000","$406,500","$285,000","$725,000","$643,280","$735,000","$419,500","$820,000","$505,000","$275,000","$420,000","$385,000","$604,940","$319,000","$652,000","$1,650,000","$375,500","$627,000","$1,560,000","$632,500","$1,234,750","$865,000","$303,000","$235,000","$470,000","$660,000","$343,000","$319,900","$262,000","$255,000","$300,000","$660,000","$479,950","$298,000",,"$475,000","$545,000","$675,000","$345,000","$305,000","$380,000","$940,000","$569,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-19,"$589,770","$910,000","$348,500","$350,000","$343,500","$640,000","$252,500","$485,000","$291,500","$330,000","$328,190","$258,000","$258,000","$297,500","$222,500","$594,840","$295,500","$1,270,000","$410,000","$400,290","$275,000","$556,000","$720,000","$669,000","$458,500","$822,000","$489,800","$275,000","$425,000","$385,000","$595,000","$315,000","$659,000","$1,619,000","$380,000","$615,000","$1,595,000","$661,500","$1,259,000","$875,000","$285,000","$242,500","$462,980","$650,000","$326,500","$325,000","$259,250","$240,000","$275,500","$660,000","$446,710","$319,500",,"$485,110","$550,000","$695,000","$340,000","$299,248","$379,000","$925,000","$575,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-19,"$614,880","$881,500","$300,000","$351,720","$339,500","$665,000","$276,780","$465,000","$285,000","$252,000","$318,500","$262,900","$255,000","$271,500","$247,500","$641,340","$285,100","$1,300,000","$299,900","$447,000","$278,800","$400,000","$613,250","$765,000","$400,000","$840,000","$495,000","$270,500","$420,000","$385,000","$600,000","$320,000","$655,000","$1,450,000","$391,500","$615,500","$1,475,000","$770,000","$1,225,000","$889,000","$275,000","$225,000","$455,500","$647,500","$335,000","$308,250","$237,500","$252,000","$292,000","$657,000","$441,000","$299,850",,"$477,000","$550,000","$700,000","$342,000","$282,000","$385,000","$908,750","$575,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-20,"$575,160","$875,000","$335,000","$355,860","$343,500","$614,000","$227,000","$442,120","$289,950","$315,000","$308,000","$252,000","$247,450","$253,000","$239,000","$617,520","$334,790","$1,294,000","$266,000","$412,000","$282,950","$780,000","$649,500","$697,500","$367,000","$855,000","$493,000","$330,000","$415,460","$379,000","$575,020","$325,000","$660,000","$1,460,000","$385,000","$652,500","$1,422,250","$675,000","$1,200,000","$869,500","$282,500","$255,000","$449,900","$667,000","$330,000","$327,250","$260,000","$240,000","$309,000","$660,000","$431,240","$315,000",,"$467,000","$538,500","$700,000","$337,500","$303,200","$385,000","$853,000","$565,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-20,"$579,770","$945,000","$328,000","$338,750","$355,000","$635,250","$297,000","$465,000","$289,950","$288,250","$310,390","$259,000","$255,000","$235,000","$199,000","$580,690","$285,000","$1,347,500","$327,500","$467,000","$285,950","$700,000","$700,000","$659,500","$420,000","$880,000","$509,000","$321,500","$428,000","$398,500","$595,000","$329,000","$670,000","$1,610,000","$390,000","$640,000","$1,575,000","$772,750","$1,350,000","$897,500","$291,500","$219,000","$470,000","$640,000","$339,000","$318,500","$265,000","$252,000","$297,500","$649,500","$447,500","$315,000",,"$480,000","$550,000","$715,000","$340,000","$300,000","$395,000","$910,000","$580,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-20,"$612,440","$970,500","$335,000","$365,000","$352,000","$711,000","$233,500","$507,500","$282,500","$288,500","$330,000","$259,480","$250,000","$275,500","$230,000","$567,910","$285,000","$1,376,000","$335,000","$382,810","$280,000","$665,000","$680,000","$764,000","$425,000","$882,000","$500,000","$287,500","$435,000","$400,000","$605,000","$316,000","$675,000","$1,655,000","$395,000","$619,000","$1,750,000","$645,000","$1,400,000","$925,000","$310,000","$244,000","$457,950","$694,000","$340,000","$318,050","$280,000","$254,480","$300,000","$705,000","$463,500","$309,440",,"$495,000","$556,250","$690,000","$350,000","$311,250","$399,000","$1,009,790","$585,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
